id|authority_id|name|publisher_id|place|url|machine_name|sort_name|identifier|type
3146|731|Journal of Middle East Women's Studies|207|||journal of middle east women s studies|journal of middle east women s studies|1558-9579|ISSN
3147|731|The Journal of Middle Eastern Women's Studies|207|||the journal of middle eastern women s studies|journal of middle eastern women s studies|1558-9579|ISSN
3148|770|MELUS|1994|||melus|melus|0163-755X|ISSN
3149|922|Women's Review of Books|1954|||women s review of books|women s review of books|0738-1433|ISSN
3150|3150|Taking responsibility: Comparative perspectives|3111|||taking responsibility comparative perspectives|taking responsibility comparative perspectives|0813920507|ISBN10
3151|1526|The Journal of African History|1030|||the journal of african history|journal of african history|1469-5138|ISSN
3152|1073|Studies in Comparative International Development|2308|||studies in comparative international development|studies in comparative international development|0039-3606|ISSN
3153|1499|Public Administration and Development|540|||public administration and development|public administration and development|1099-162X|ISSN
3154|164|The Journal of Modern African Studies|1030|||the journal of modern african studies|journal of modern african studies|0022-278X|ISSN
3155|816|Perspectives on Politics|1030|||perspectives on politics|perspectives on politics|1537-5927|ISSN
3156|3156|The cross and human transformation: Paul's apocalyptic word in 1 Corinthians|3302|||the cross and human transformation paul s apocalyptic word in 1 corinthians|cross and human transformation paul s apocalyptic word in 1 corinthians|080062677X|ISBN10
3157|3157|Putting body & soul together: Essays in honor of Robin Scroggs|3303|||putting body soul together essays in honor of robin scroggs|putting body soul together essays in honor of robin scroggs|1563382067|ISBN10
3158|3158|Feasting on the gospels: John, Volume 1|3304|||feasting on the gospels john volume 1|feasting on the gospels john volume 1|9780664235536|ISBN13
3159|3159|The unrelenting God: God's action in scripture: Essays in honor of Beverly Roberts Gaventa|3305|||the unrelenting god god s action in scripture essays in honor of beverly roberts gaventa|unrelenting god god s action in scripture essays in honor of beverly roberts gaventa|9780802867674|ISBN13
3160|1575|The Journal of Roman Studies|1030|||the journal of roman studies|journal of roman studies|0075-4358|ISSN
3161|1576|The Classical Review|1030|||the classical review|classical review|0009-840X|ISSN
3162|3162|Journal of Accounting, Ethics & Public Policy|3306|||journal of accounting ethics public policy|journal of accounting ethics public policy|1089-652X|ISSN
3163|3163|7th World Biomaterials Congress 2004|3307|||7th world biomaterials congress 2004|7th world biomaterials congress 2004|9781604234619|ISBN13
3165|3165|ANTEC 2004|3308|||antec 2004|antec 2004|9780975370704|ISBN13
3167|3167|Progressive jazz 2009|26|||progressive jazz 2009|progressive jazz 2009||
3168|3168|Lee: Beyond the battles|3141|||lee beyond the battles|lee beyond the battles||
3169|3169|Come and get it!|2932|||come and get it|come and get it||
3170|198|Materials Research Society Symposium Proceedings|1030|||materials research society symposium proceedings|materials research society symposium proceedings|0272-9172|ISSN
3172|3172|Journal of Financial & Economic Practice|3309|||journal of financial economic practice|journal of financial economic practice|1937-6820|ISSN
3173|3173|Research in accounting in emerging economies, Volume 10|60|||research in accounting in emerging economies volume 10|research in accounting in emerging economies volume 10|9780857244512|ISBN13
3174|190|The theater of teaching and the lessons of theater|2809|||the theater of teaching and the lessons of theater|theater of teaching and the lessons of theater|0739110330|ISBN10
3175|3175|The veil in all its states|3310|||the veil in all its states|veil in all its states|9780981617602|ISBN13
3176|3176|Dalhousie French Studies|3311|||dalhousie french studies|dalhousie french studies|0711-8813|ISSN
3177|1078|Journal of Late Antiquity|1666|||journal of late antiquity|journal of late antiquity|1939-6716|ISSN
3178|1564|Journal of Applied Developmental Psychology|416|||journal of applied developmental psychology|journal of applied developmental psychology|0193-3973|ISSN
3179|866|Zone 3|114|||zone 3|zone 3|0888-000X|ISSN
3180|3180|Quarter after Eight|3057|||quarter after eight|quarter after eight|1082-3697|ISSN
3181|738|The Literary Review|3207|||the literary review|literary review|0024-4589|ISSN
3182|3182|Third Coast|2744|||third coast|third coast|1520-8206|ISSN
3183|27|American Ethnologist|686|||american ethnologist|american ethnologist|0094-0496|ISSN
3184|375|Review of Law and Economics|1184|||review of law and economics|review of law and economics|1555-5879|ISSN
3185|3185|Digital Literature Review|3312|||digital literature review|digital literature review||
3186|383|Business Lawyer|708|||business lawyer|business lawyer|0007-6899|ISSN
3187|1563|Washington and Lee Journal of Civil Rights and Social Justice|3313|||washington and lee journal of civil rights and social justice|washington and lee journal of civil rights and social justice|1942-5732|ISSN
3188|3188|Xavier Tavera: Stills and motion|3314|||xavier tavera stills and motion|xavier tavera stills and motion|9780931170690|ISBN13
3190|3190|Draft phase I and II archaeological investigations of Mulberry Hill, 44RB510, Lexington, Virginia|3108|||draft phase i and ii archaeological investigations of mulberry hill 44rb510 lexington virginia|draft phase i and ii archaeological investigations of mulberry hill 44rb510 lexington virginia||
3191|1103|Ashgate critical essays on women writers in England, 1550-1700|3244|||ashgate critical essays on women writers in england 1550 1700|ashgate critical essays on women writers in england 1550 1700|9780754628422|ISBN13
3192|3192|The Latin Americanist|540|||the latin americanist|latin americanist|1557-203X|ISSN
3193|3193|Review of Politics|3245|||review of politics|review of politics|1748-6858|ISSN
3194|3194|Food Studies: An Interdisciplinary Journal|1130|||food studies an interdisciplinary journal|food studies an interdisciplinary journal|2160-1933|ISSN
3195|3195|Politics and the Life Sciences|878|||politics and the life sciences|politics and the life sciences|1471-5457|ISSN
3196|3196|Leadership in science and technology: A reference handbook|49|||leadership in science and technology a reference handbook|leadership in science and technology a reference handbook|9781412976886|ISBN13
3197|3197|Black robes, white coats: The puzzle of judicial policymaking and scientific evidence|3315|||black robes white coats the puzzle of judicial policymaking and scientific evidence|black robes white coats the puzzle of judicial policymaking and scientific evidence|9780813543680|ISBN13
3198|3198|Government in the countryside: Politics and policies in rural America|3316|||government in the countryside politics and policies in rural america|government in the countryside politics and policies in rural america|9780757529320|ISBN13
3199|101|PS - Political Science and Politics|1030|||ps political science and politics|ps political science and politics|1537-5935|ISSN
3200|33|Coral Reefs|2308|||coral reefs|coral reefs|0722-4028|ISSN
3201|3201|Public Opinion Quarterly|1994|||public opinion quarterly|public opinion quarterly|0033-362X|ISSN
3202|1440|Virginia Economic  Journal|2798|||virginia economic journal|virginia economic journal|1085-1046|ISSN
3203|3203|Econ Journal Watch|3317|||econ journal watch|econ journal watch|1933-527X|ISSN
3204|3204|Journal of Financial Services Research|2308|||journal of financial services research|journal of financial services research|1573-0735|ISSN
3205|3205|Financial Industry Studies|3318|||financial industry studies|financial industry studies|1526-4076|ISSN
3206|3206|Contemporary Economic Policy|3319|||contemporary economic policy|contemporary economic policy|1074-3529|ISSN
3207|53|Journal of Public Affairs|540|||journal of public affairs|journal of public affairs|1472-3891|ISSN
3208|215|Environmental Entomology|1994|||environmental entomology|environmental entomology|0046-225X|ISSN
3209|36|American Journal of Physiology - Regulatory Integrative and Comparative Physiology|747|||american journal of physiology regulatory integrative and comparative physiology|american journal of physiology regulatory integrative and comparative physiology|0363-6119|ISSN
3210|804|French Historical Studies|1213|||french historical studies|french historical studies|0016-1071|ISSN
3211|560|Journal of Applied Ecology|540|||journal of applied ecology|journal of applied ecology|0021-8901|ISSN
3212|2044|Integrated principles of zoology|2917|||integrated principles of zoology|integrated principles of zoology|9780073524214|ISBN13
3213|2044|Integrated principles of zoology|2917|||integrated principles of zoology|integrated principles of zoology|9780073040509|ISBN13
3214|2044|Integrated principles of zoology|2917|||integrated principles of zoology|integrated principles of zoology|9780071287975|ISBN13
3215|3215|Ohi ware foundation for 350 years: An exhibition to commemorate succession to the name of Toshio Ohi Chozaemon XI|3320|||ohi ware foundation for 350 years an exhibition to commemorate succession to the name of toshio ohi chozaemon xi|ohi ware foundation for 350 years an exhibition to commemorate succession to the name of toshio ohi chozaemon xi||
3216|292|Behavioral Neuroscience|752|||behavioral neuroscience|behavioral neuroscience|0735-7044|ISSN
3217|3217|Engagements citoyens et politiques de jeunes. Bilans et experiences au Canada et en Europe|2987|||engagements citoyens et politiques de jeunes bilans et experiences au canada et en europe|engagements citoyens et politiques de jeunes bilans et experiences au canada et en europe|9782763798035|ISBN13
3218|676|European Journal of Political Research|540|||european journal of political research|european journal of political research|0304-4130|ISSN
3219|676|European Journal of Political Research|540|||european journal of political research|european journal of political research|1475-6765|ISSN
3220|3220|Developments in Central and East European politics 5|89|||developments in central and east european politics 5|developments in central and east european politics 5|9781137263001|ISBN13
3221|3221|Tulsa Studies in Women's Literature|2925|||tulsa studies in women s literature|tulsa studies in women s literature|1936-1645|ISSN
3222|3222|Reviews in American History|1666|||reviews in american history|reviews in american history|1080-6628|ISSN
3223|3223|Medieval Japanese writers|182|||medieval japanese writers|medieval japanese writers|9780787630973|ISBN13
